sma_50,ema_20,wma_20,macd,macd_signal,macd_hist,tema_20,rsi_14,roc,cci_14,willr_14,atr_14,upper_bb,middle_bb,lower_bb,obv,ad,chaikin_ad,label
-0.656977781998791,-0.5274245927897727,-0.46978152671719486,0.20289004806170394,0.48574900109656716,-0.8017945490404706,-0.4690802752747909,-1.2703098494115832,-0.8837562488766284,-2.842738976513835,-1.6733128074511654,-0.792961158283317,-0.6674489393290063,-0.4655182207572046,-0.26470336810104195,-0.1543580603213162,-0.7619021006431701,-1.3963217903978653,0
-0.604889890078285,-0.7903763414258491,-0.8323071753178194,-0.45616902117675384,-0.6947935488929682,0.6172770014738075,-0.8321723042126116,-0.05868638831239188,0.37377884877071854,1.1142780533013734,1.0508804569994836,-0.5987994812157782,-1.082166668311583,-0.8404243818353128,-0.5855502037073675,-0.08842112429309827,-0.7814535821138624,-1.5870263148498627,0
-0.42424994351688994,-0.5129558724221235,-0.540327106418542,-0.4745634749362755,-0.38311602592177174,-0.3712836530122287,-0.6242998138552568,-0.8510127561610833,-0.29126442648666573,-1.0325038160590807,-0.9581822142295549,-0.6783387469230444,-0.6252850365671996,-0.49317763817527044,-0.35216151858053574,-0.6127951651053604,-0.6455714304344785,1.062558440936898,0
-1.0446956657358966,-1.3044682363815678,-1.3709183764024437,-1.1861101142054613,-1.2916972565348979,0.06893002661978802,-1.484360683912586,-1.2929486202950922,-0.5546327438190396,-0.5150465309416321,-0.9398895983930213,0.1580852410593337,-1.2731759343004116,-1.2834885163583383,-1.2269431807411966,-2.28276288885316,-1.5263267635148698,-0.7484975954713986,1
0.4414147980205784,0.23311728682689692,0.20997668115191545,-0.6448071667738727,-0.5369441411764211,-0.45557855529817687,0.10262644566352525,-1.0139221862908094,-0.643419199388868,-1.0190434624756648,-1.1042820179361699,-0.05054465035475911,0.11826104776851899,0.2362384863992053,0.3275942087194882,-0.8256217754266613,-1.4919887996763286,-2.038652006520179,0
0.1736688229596434,-0.05989496535889217,-0.13052517457712842,-0.5664866462013805,-0.8223919288435336,0.6459453166398365,-0.1537766327922809,-0.34320031895172715,0.43576782427899724,0.629854827902364,0.6858285914472633,-0.48871133781432863,-0.19472125395394374,-0.11064131517869288,-0.03127706062184541,-0.6613426397122321,-1.1965372473539364,0.49517023022857176,0
0.3421507281683512,0.013066296823206074,-0.0725398831318707,-0.43591886447815165,-1.0461834136336892,1.7302377235454947,-0.005368843782683978,0.31470391559447464,1.6974965143730958,1.103887106361937,1.2556715734392256,1.0859335580269833,-0.01214810696327881,-0.08576991312154525,-0.14592923294355073,-0.08946450219755539,1.3812587238201506,0.8965909382428827,1
-0.9134451743361777,-0.3216302000584579,-0.20359661729416928,1.418770150057445,1.832315981180903,-0.9394313582261768,-0.07372340595409622,0.236680152576653,-0.6788532638583384,-0.8800437246959625,-1.5417535767498163,0.45597804838482875,-0.34917212421423005,-0.25671521787603385,-0.16254275729906761,-1.221933952437239,1.5295030129494025,-0.8748909882446729,0
1.6894614086847386,1.4451207325271762,1.365176569479774,-0.7791960823625763,-0.7641114377076701,-0.2066629221517043,1.2106330866247859,-0.6199224372747362,-0.6807663143283859,-0.45845865675001524,-0.679186494896099,0.17726986868865388,1.4284568621169909,1.396980153260906,1.2979999241567723,1.1730352806865751,1.0697916841305393,-0.27725682951503317,0
-0.11417872656593515,-0.1160738548042916,-0.13561199800297258,-0.05671309191392555,-0.12934889497083912,0.20493712673012615,-0.1058095076227775,-0.6982014187207274,-0.005625089800440079,-0.5249783726577755,-0.30700532025530436,-0.6584108974245275,-0.25845208562441496,-0.1471782345134762,-0.042106816437045315,-0.80269096563419,-1.1405042633990798,0.28961147099098977,0
