Date,open,high,low,close,adj_close,volume,SMA_50,EMA_20,WMA_20,MACD,MACD_signal,MACD_hist,TEMA_20,RSI_14,ROC,CCI_14,WILLR_14,ATR_14,Upper_BB,Middle_BB,Lower_BB,OBV,AD,Chaikin_AD
2018-01-02,72.62000274658203,73.52999877929688,72.38999938964844,73.44999694824219,53.56224060058594,14891400,,,,,,,,,,,,,,,,14891400.0,12801329.991567506,
2018-01-03,73.5999984741211,74.73999786376953,73.5199966430664,74.55000305175781,54.36441421508789,19299600,,,,,,,,,,,,,,,,34191000.0,26089749.327685773,
2018-01-04,74.5,75.05000305175781,74.2300033569336,75.0,54.69256210327149,14306800,,,,,,,,,,,,,,,,48497800.0,38651710.48102736,
2018-01-05,74.9000015258789,75.02999877929688,74.3499984741211,74.97000122070312,54.67069625854492,14204400,,,,,,,,,,,,,,,,34293400.0,50349554.77861849,
2018-01-08,74.94000244140625,75.45999908447266,74.73999786376953,75.41999816894531,54.99884033203125,9779200,,,,,,,,,,,,,,,,44072600.0,59042153.97329488,
2018-01-09,75.56999969482422,75.58999633789062,75.11000061035156,75.2300033569336,54.86028671264648,9234500,,,,,,,,,,,,,,,,34838100.0,54425050.753025934,
2018-01-10,75.44999694824219,75.5,75.08000183105469,75.13999938964844,54.79466247558594,10822000,,,,,,,,,,,,,,,,24016100.0,46694938.418784335,
2018-01-11,75.4000015258789,76.94999694824219,75.12999725341797,76.68000030517578,55.917667388916016,18089500,,,,,,,,,,,,,,,,42105600.0,59417289.96415618,
2018-01-12,76.69999694824219,77.62000274658203,76.69999694824219,77.41999816894531,56.45730972290039,19819200,,,,,,,,,,,,,,,,61924800.0,70619303.5676126,
2018-01-16,77.5999984741211,77.6500015258789,76.30000305175781,76.44000244140625,55.74266052246094,16894900,,,,,,,,,,,,,,,,45029900.0,57228519.65887157,12301327.263578989
2018-01-17,76.66000366210938,77.44000244140625,76.16000366210938,77.11000061035156,56.23123550415039,14007400,,,,,,,,,4.982986813040251,,,,,,,59037300.0,64013307.07035859,11394728.579619445
2018-01-18,76.81999969482422,77.01000213623047,76.33999633789062,76.4800033569336,55.77182769775391,11514600,,,,,,,,,2.5888668359085654,,,,,,,47522700.0,57310978.323732,7855403.736834861
2018-01-19,76.30999755859375,76.41000366210938,75.87999725341797,76.37999725341797,55.69891357421875,12962700,,,,,,,,,1.839996337890625,,,,,,,34560000.0,68805907.11355191,9350847.849107973
2018-01-22,76.4800033569336,78.05999755859375,76.45999908447266,78.02999877929688,56.90214538574219,17016700,,,,,,,,,4.081629330090934,112.13810166133781,-0.529079170804303,,,,,51576700.0,85184506.22043507,14323915.806399979
2018-01-23,78.18000030517578,78.26000213623047,77.5199966430664,77.91000366210938,56.81463623046875,10184900,,,,,,,,73.26069417951258,3.3015188989879065,123.98163406994325,-7.383925495990551,0.9907049437011095,,,,41391800.0,85735154.87499101,15231384.923887238
2018-01-24,78.0,78.38999938964844,77.43000030517578,77.69999694824219,56.66149520874024,12919700,,,,,,,,70.50584319516379,3.2832559897539153,108.30337349853703,-16.586612967415483,0.9874361516176288,,,,28472100.0,80082702.70021413,12419443.423258722
2018-01-25,78.08999633789062,78.08999633789062,76.94999694824219,77.08999633789062,56.21666717529297,11718400,,,,,,,,63.08527964664849,2.5951516689935272,66.27680241893563,-32.17828606823774,1.0031276531484004,,,,16753700.0,71242495.20198762,7327270.112360552
2018-01-26,77.26000213623047,77.63999938964844,77.0999984741211,77.51000213623047,56.522926330566406,7785300,,,,,,,,65.75758375820223,1.08242283222665,62.025069383835884,-24.109503713318826,0.9579425716777615,,,,24539000.0,75279402.97547977,5862463.493798748
2018-01-29,77.19999694824219,77.47000122070312,76.22000122070312,76.33999633789062,55.66973114013672,12647200,,,,,,,,54.02489300305985,-1.3949907731822933,-13.450746581114599,-61.93367262266969,0.9901440699596478,,,,11891800.0,65060366.56922977,1478761.612053126
2018-01-30,75.69999694824219,75.91000366210938,74.73999786376953,74.80000305175781,54.54671478271485,22751800,,76.18250007629395,76.62790472848074,,,,76.18250007629395,43.11950663272174,-2.145472707049624,-166.14471703010295,-98.3560229341594,1.0478117314603845,78.69768451529075,76.18250007629395,73.66731563729715,-10860000.0,44642274.723512314,-6945669.4370304495
